Tribolium castaneum (Red flour beetle)
Anopheles gambiae S
Lycaena nivalis (Nivalis copper)
Limenitis arthemis astyanax (red-spotted purple)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Neognathophausia ingens
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Schistosoma mansoni (Blood fluke)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Schistosoma mansoni (Blood fluke)
Coronis scolopendra
Neogonodactylus oerstedii
Odontodactylus scyllarus (Mantis shrimp)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Drosophila mauritiana (Fruit fly)
Polysphondylium pallidum (Cellular slime mold)
Polysphondylium pallidum (Cellular slime mold)
Polysphondylium pallidum (Cellular slime mold)
Polysphondylium pallidum (Cellular slime mold)
Drosophila melanogaster (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Ochetellus cf. clarithorax SGB-2010
Ravavy miafina
Lordomyrma cf. caledonica AL-2010
Lordomyrma azumai
Tribolium castaneum (Red flour beetle)
Myrmica punctiventris
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila melanogaster (Fruit fly)
Drosophila melanogaster (Fruit fly)
Cardiocondyla tjibodana
Cardiocondyla sp. Mal11
Cardiocondyla sp. Mal21
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Drosophila melanogaster (Fruit fly)
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Plasmodium falciparum (isolate 3D7)
Caenorhabditis elegans
Caenorhabditis elegans
Haemonchus contortus (Barber pole worm)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Caenorhabditis elegans
Drosophila melanogaster (Fruit fly)
Anopheles gambiae (African malaria mosquito)
Caenorhabditis elegans
Drosophila melanogaster (Fruit fly)
Drosophila melanogaster (Fruit fly)
Empis sp. NCSU-99060925
Myxine glutinosa (Atlantic hagfish)
Caenorhabditis elegans
Schistosoma japonicum (Blood fluke)
Panulirus interruptus (California spiny lobster)
Octopus vulgaris (Common octopus)
Caenorhabditis elegans
Dictyostelium discoideum (Slime mold)
Dictyostelium discoideum (Slime mold)
Plasmodium berghei
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Tapinoma opacum
Aneuretus simoni
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Bombyx mori (Silk moth)
Tetrahymena thermophila SB210
Caenorhabditis elegans
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Tribolium castaneum (Red flour beetle)
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Anopheles gambiae (African malaria mosquito)
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae AF16
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Brugia malayi (Filarial nematode worm)
Cladonema radiatum
Cladonema radiatum
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Drosophila melanogaster (Fruit fly)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Sania sp. 3 NM-2007
Philodina roseola
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Chalybion californicum
Tiphia sp. 1 EMP-2008
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Adineta vaga (Rotifer) (Callidina vaga)
Adineta vaga (Rotifer) (Callidina vaga)
Adineta vaga (Rotifer) (Callidina vaga)
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Trichoplax adhaerens
Pheidole pilifera 'coloradensis group'
Pheidole constipata
Pheidole hyatti
Pheidole sp. c RA0316
Pheidole sp. d RA0563
Pheidole tristicula
Pheidole violacea
Drosophila yakuba (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Odontomachus chelifer
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila persimilis (Fruit fly)
Drosophila persimilis (Fruit fly)
Drosophila persimilis (Fruit fly)
Drosophila sechellia (Fruit fly)
Dictyostelium rosarium
Dictyostelium mucoroides (Slime mold)
Polysphondylium pseudocandidum
Dictyostelium aureostipes
Drosophila sechellia (Fruit fly)
Drosophila sechellia (Fruit fly)
Drosophila sechellia (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Bombyx mori (Silk moth)
Bombyx mori (Silk moth)
Bombyx mori (Silk moth)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila ananassae (Fruit fly)
Drosophila ananassae (Fruit fly)
Drosophila ananassae (Fruit fly)
Drosophila ananassae (Fruit fly)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi)
Drosophila ananassae (Fruit fly)
Drosophila ananassae (Fruit fly)
Drosophila ananassae (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Branchinella kugenumaensis
Caenorhabditis briggsae
Caenorhabditis briggsae AF16
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis elegans
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Melitta ezoana
Hesperapis trochanterata
Capicola nigerrima
Dasypoda oraniensis
Caenorhabditis brenneri (Nematode worm)
Caenorhabditis brenneri (Nematode worm)
Myrmecocystus lugubris
Meloidogyne incognita (Southern root-knot nematode)
Thecabius sp. Val1005
Antheraea pernyi (Chinese oak silk moth)
Pseudomyrmex peperi
Nymphalis antiopa (Mourning cloak butterfly) (Camberwell beauty)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Branchiostoma floridae (Florida lancelet) (Amphioxus)
Schistosoma mansoni (Blood fluke)
Schistosoma mansoni (Blood fluke)
Schistosoma mansoni (Blood fluke)
Schistosoma mansoni (Blood fluke)
Schistosoma mansoni (Blood fluke)
Schistosoma mansoni (Blood fluke)
Schistosoma mansoni (Blood fluke)
Macrotera latior
Drosophila melanogaster (Fruit fly)
Odontodactylus scyllarus (Mantis shrimp)
Schistosoma mansoni (Blood fluke)
Bombus inexspectatus
Lordomyrma cf. bhutanensis 1 MGB
Dugesia japonica (Planarian)
Saccoglossus kowalevskii (Acorn worm)
Caenorhabditis elegans
Tribolium castaneum (Red flour beetle)
Saccoglossus kowalevskii (Acorn worm)
Myrmica serica
Heliconius erato (crimson-patched longwing)
Caenorhabditis elegans
Lasioglossum titusi
Caenorhabditis elegans
Caenorhabditis elegans
Drosophila melanogaster (Fruit fly)
Dieunomia nevadensis
Caenorhabditis elegans
Aplysia californica (California sea hare)
Lasioglossum zephyrum
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Lasioglossum sisymbrii
Diadasia nigrifrons
Caenorhabditis elegans
Caenorhabditis elegans
Drosophila melanogaster (Fruit fly)
Lasioglossum subtropicum
Caenorhabditis elegans
Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)
Caenorhabditis elegans
Bombus ashtoni
Bombus impatiens (Bumblebee)
Bombus nevadensis
Bombus transversalis
Bombus pascuorum (Brown bumblebee)
Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Andricus polycerus
Caenorhabditis elegans
Caenorhabditis elegans
Bombyx mori (Silk moth)
Drosophila melanogaster (Fruit fly)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Caenorhabditis elegans
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Anopheles gambiae (African malaria mosquito)
Caenorhabditis elegans
Caenorhabditis elegans
Drosophila erecta (Fruit fly)
Caenorhabditis elegans
Apis florea (Little honeybee)
Caenorhabditis elegans
Anopheles gambiae (African malaria mosquito)
Hapalochlaena maculosa (Blue-ringed octopus)
Drosophila melanogaster (Fruit fly)
Musca domestica (House fly)
Caenorhabditis elegans
Formica moki
Tetraponera rufonigra
Myrcidris epicharis
Pseudomyrmex denticollis
Pseudomyrmex pallens
Pseudomyrmex viduus
Apis mellifera (Honeybee)
Cotesia marginiventris (Parasitoid wasp)
Pholetesor bedelliae
Crassostrea gigas (Pacific oyster) (Crassostrea angulata)
Helisoma trivolvis (Snail)
Conanthalictus wilmattae
Dufourea malacothricis
Sphecodosoma pratti
Rhinetula denticrus
Thrincohalictus prognathus
Homalictus megastigmus
Homalictus punctatum
Lasioglossum florale
Patanothrix skevingtoni
Ruppellia multisetosis
Stenomphrale teutankhameni
Hedickiana levantina
Halictus kessleri
Macrobrachium rosenbergii (Giant fresh water prawn)
Myrmecia brevinoda
Drosophila melanogaster (Fruit fly)
Apis mellifera (Honeybee)
Calliphora vicina (Blue blowfly) (Calliphora erythrocephala)
Lolliguncula brevis
Plasmodium chabaudi
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Drosophila pseudoobscura pseudoobscura (Fruit fly)
Myrmecia fulviculis
Terataner sp. CSM-2006
Dilobocondyla sp. CSM-2006
Tetramorium hispidum
Oligomyrmex sp. CSM-2006
Myrmica incompleta
Nomamyrmex esenbeckii
Philanthus triangulum (European beewolf)
Lycaena rubidus (Ruddy copper) (Chalceria rubidus)
Colias philodice (Clouded sulphur butterfly)
Euryglossina globuliceps
Chilicolletes delahozii
Scrapter niger
Dasypoda argentata
Melitturga clavicornis
Neuroterus aprilinus
Pseudoneuroterus macropterus
Histioteuthis oceanica
Bombus centralis
Bombus pyrenaeus
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Acropora millepora (Staghorn coral)
Paramecium tetraurelia
Apis mellifera (Honeybee)
Neogonodactylus oerstedii
Tetragonula cf. pagdeni CR-2006
Archaeomysis grebnitzkii
Euphausia superba (Antarctic krill)
Euphausia superba (Antarctic krill)
Holmesimysis costata
Holmesimysis costata
Homarus gammarus (European lobster) (Homarus vulgaris)
Caenorhabditis elegans
Tribolium castaneum (Red flour beetle)
Tribolium castaneum (Red flour beetle)
Acanthognathus ocellatus
Adetomyrma sp. MAD02
Amblyopone mutica
Brachymyrmex depilis
Calomyrmex albertisi
Cardiocondyla mauritanica
Daceton armigerum
Eutetramorium mocquerysi
Metapone madagascarica
Odontoponera transversa
Orectognathus versicolor
Apis mellifera (Honeybee)
Drosophila erecta (Fruit fly)
Drosophila mauritiana (Fruit fly)
Bombus hypnorum (Tree bumblebee)
Bombus sibiricus
Drosophila mauritiana (Fruit fly)
Drosophila simulans (Fruit fly)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Anopheles gambiae (African malaria mosquito)
Apis florea (Little honeybee)
Nomioides tumidus
Thrinchostoma conjugens
Patellapis (Zonalictus) sp. BND-2007
Patellapis lyalli
Patellapis braunsella
Lasioglossum nicolli
Caenorhabditis briggsae
Caenorhabditis briggsae
Drosophila melanogaster (Fruit fly)
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Caenorhabditis briggsae
Brugia malayi (Filarial nematode worm)
Brugia malayi (Filarial nematode worm)
Brugia malayi (Filarial nematode worm)
Brugia malayi (Filarial nematode worm)
Cladonema radiatum
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Nematostella vectensis (Starlet sea anemone)
Monosiga brevicollis (Choanoflagellate)
Ciona savignyi (Pacific transparent sea squirt)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Drosophila melanogaster (Fruit fly)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
Trachymyrmex irmgardae
Cyphomyrmex n. sp. SGB-2008
Mycetosoritis hartmanni
Apterostigma pilosum complex sp. 1
Apterostigma dentigerum
Atta cephalotes
Myrmicocrypta n. sp. SGB-2008
Drosophila sechellia (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila mojavensis (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila erecta (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila virilis (Fruit fly)
Drosophila willistoni (Fruit fly)
Mydrosoma aterrimum
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila willistoni (Fruit fly)
Drosophila yakuba (Fruit fly)
Trichoplax adhaerens
Trichoplax adhaerens
Trichoplax adhaerens
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Bombyx mori (Silk moth)
Trichoplax adhaerens
Trichoplax adhaerens
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila yakuba (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
Drosophila simulans (Fruit fly)
